,carat,cut,color,clarity,depth,table,price,x,y,z
28095,0.7,Ideal,F,SI1,60.8,60.0,2445,5.74,5.78,3.5
28096,0.33,Ideal,H,VVS2,60.9,57.0,666,4.48,4.52,2.74
28097,1.07,Ideal,D,SI2,61.4,56.0,4513,6.55,6.58,4.03
28098,0.36,Very Good,E,SI1,63.5,58.0,593,4.46,4.49,2.84
28099,1.21,Ideal,H,SI1,62.1,59.0,6573,6.81,6.75,4.21
28100,0.53,Ideal,D,VS2,62.2,56.0,1857,5.16,5.19,3.22
28101,0.81,Premium,G,SI2,62.5,57.0,2515,5.95,5.89,3.7
28102,0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
28103,0.9,Very Good,F,SI2,60.3,63.0,3630,6.28,6.21,3.77
28104,0.9,Good,E,SI1,62.6,62.0,3945,6.15,6.18,3.86
28105,0.57,Very Good,G,VS1,61.0,55.0,1817,5.36,5.43,3.28
28106,1.0,Ideal,G,SI1,62.4,56.0,4956,6.41,6.34,3.98
28107,0.41,Ideal,F,VVS2,61.2,56.0,1323,4.78,4.82,2.94
28108,0.73,Very Good,D,SI1,62.2,57.0,2197,5.74,5.78,3.58
28109,1.7,Premium,H,SI2,62.1,56.0,7673,7.66,7.55,4.72
28110,1.72,Premium,J,SI1,61.7,58.0,8324,7.71,7.81,4.79
28111,1.24,Ideal,F,SI2,60.0,56.0,5000,7.03,7.0,4.21
28112,1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34
28113,0.23,Very Good,E,VVS1,61.9,58.0,472,3.94,3.98,2.45
28114,1.01,Very Good,I,SI2,61.4,59.0,3833,6.42,6.45,3.95
28115,0.71,Ideal,G,VS2,61.6,55.0,2537,5.74,5.78,3.55
28116,0.71,Ideal,I,VVS1,62.6,57.0,2559,5.66,5.69,3.55
28117,1.14,Very Good,G,SI2,62.4,60.0,4875,6.6,6.67,4.14
28118,0.55,Ideal,H,SI1,61.5,54.0,1134,5.3,5.33,3.27
28119,2.01,Premium,I,SI2,63.0,59.0,9658,8.04,7.97,5.04
28120,2.17,Premium,G,SI2,62.2,62.0,12321,8.32,8.24,5.15
28121,0.4,Ideal,E,VS1,62.0,54.0,1053,4.74,4.77,2.95
28122,0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
28123,0.38,Very Good,I,VS2,62.4,56.0,549,4.65,4.58,2.88
28124,0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5
28125,0.32,Premium,F,VS2,61.7,58.0,828,4.41,4.38,2.71
28126,1.23,Very Good,H,VS2,60.2,63.0,7177,6.95,6.91,4.17
28127,1.01,Premium,G,VS1,60.8,58.0,6499,6.44,6.51,3.94
28128,0.76,Very Good,H,SI1,63.3,58.0,2593,5.79,5.81,3.67
28129,0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
28130,0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
28131,0.31,Ideal,D,VS1,60.6,57.0,713,4.36,4.39,2.65
28132,0.71,Ideal,E,VS1,62.1,53.0,2963,5.76,5.73,3.57
28133,0.33,Premium,I,VVS2,62.1,56.0,743,4.45,4.41,2.75
28134,1.22,Ideal,F,VS2,61.3,56.0,9203,6.87,6.92,4.23
28135,0.81,Premium,G,VS1,62.3,56.0,3266,5.95,5.89,3.69
28136,0.26,Ideal,H,SI2,62.5,53.0,362,4.09,4.13,2.57
28137,0.54,Premium,H,VS1,62.4,55.0,1637,5.25,5.2,3.26
28138,0.73,Very Good,I,VS2,62.8,59.0,2426,5.72,5.75,3.6
28139,0.3,Ideal,D,VS1,61.1,57.0,885,4.34,4.37,2.66
28140,0.71,Very Good,D,VS2,62.8,56.0,3045,5.67,5.7,3.57
28141,0.9,Very Good,I,VS1,62.6,58.0,3447,6.14,6.17,3.85
28142,0.3,Ideal,E,VVS2,62.3,54.0,742,4.31,4.36,2.7
28143,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
28144,0.51,Very Good,D,SI2,61.5,59.0,1108,5.07,5.14,3.14
28145,0.9,Very Good,F,VVS2,61.0,63.0,5504,6.13,6.09,3.73
28146,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77
28147,0.81,Ideal,E,SI1,61.9,55.0,3913,5.98,6.01,3.71
28148,0.3,Ideal,D,VS2,61.4,58.0,670,4.29,4.31,2.64
28149,0.32,Ideal,H,VS2,62.2,57.0,648,4.38,4.36,2.72
28150,2.03,Ideal,I,VS2,59.9,60.0,15826,8.17,8.27,4.92
28151,0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57
28152,0.23,Very Good,F,VVS2,60.3,58.0,530,3.99,4.03,2.42
28153,0.76,Ideal,F,VS2,61.0,55.0,3257,5.89,5.92,3.6
28154,1.01,Ideal,D,SI1,63.0,56.0,6579,6.36,6.41,4.02
28155,2.46,Ideal,G,SI2,63.0,56.0,15745,8.6,8.52,5.44
28156,1.64,Ideal,F,SI2,61.4,57.0,10929,7.59,7.55,4.65
28157,1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01
28158,1.05,Ideal,G,VS1,62.2,53.0,7270,6.51,6.55,4.06
28159,1.21,Ideal,F,VS2,62.6,55.0,7826,6.8,6.75,4.24
28160,0.41,Premium,D,SI2,62.0,58.0,683,4.74,4.78,2.95
28161,0.25,Good,E,VVS2,58.0,65.0,476,4.13,4.18,2.41
28162,2.01,Good,F,SI2,64.1,57.0,16231,7.82,7.78,5.0
28163,1.07,Premium,I,SI1,58.4,60.0,4075,6.78,6.68,3.93
28164,0.32,Ideal,I,VS2,60.3,56.0,449,4.44,4.45,2.68
28165,1.54,Premium,G,SI1,61.8,59.0,11209,7.37,7.32,4.54
28166,1.16,Ideal,G,IF,62.3,55.0,9901,6.73,6.79,4.21
28167,2.04,Very Good,I,SI1,62.9,54.0,17323,8.16,8.08,5.1
28168,1.17,Ideal,G,VVS2,60.6,56.0,9225,6.87,6.84,4.15
28169,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53
28170,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81
28171,0.31,Very Good,E,SI1,62.9,58.0,544,4.29,4.33,2.71
28172,1.51,Fair,D,SI2,64.7,57.0,9555,7.17,7.24,4.66
28173,1.02,Premium,H,SI1,59.6,57.0,5055,6.63,6.55,3.93
28174,0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
28175,0.7,Ideal,D,VS1,62.6,58.0,3287,5.64,5.67,3.54
28176,0.7,Very Good,D,SI1,62.4,57.0,3075,5.64,5.67,3.53
28177,2.24,Ideal,I,SI1,60.5,59.0,18299,8.45,8.5,5.13
28178,1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04
28179,1.01,Good,E,VVS1,63.1,59.0,10567,6.31,6.34,3.99
28180,0.33,Ideal,I,SI1,62.7,56.0,445,4.4,4.44,2.77
28181,1.0,Ideal,G,SI1,62.0,57.0,4956,6.39,6.32,3.94
28182,0.39,Premium,G,VVS1,60.4,59.0,1170,4.75,4.72,2.86
28183,2.05,Premium,G,SI2,60.1,59.0,16506,8.3,8.2,4.96
28184,0.51,Good,G,VVS2,63.7,54.0,1895,5.1,5.08,3.24
28185,1.0,Ideal,F,VS2,62.1,57.0,5929,6.34,6.38,3.95
28186,1.1,Ideal,G,VS1,61.5,57.0,7111,6.65,6.62,4.08
28187,0.53,Ideal,G,VS2,62.5,55.0,1607,5.2,5.17,3.24
28188,0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65
28189,0.34,Good,H,SI1,63.7,57.0,628,4.45,4.44,2.83
28190,0.71,Very Good,F,VS2,60.6,58.0,2697,5.74,5.81,3.5
28191,0.39,Ideal,F,VVS2,62.0,54.0,988,4.7,4.72,2.92
28192,0.32,Ideal,E,VS1,61.6,57.0,972,4.39,4.35,2.69
28193,1.6,Premium,H,VS1,62.5,58.0,12084,7.47,7.37,4.64
28194,0.5,Premium,F,VS2,60.6,59.0,1433,5.13,5.03,3.08
28195,0.31,Ideal,E,VS2,62.9,56.0,872,4.33,4.29,2.71
28196,0.63,Very Good,D,SI1,62.8,57.0,1939,5.46,5.49,3.44
28197,0.83,Ideal,E,SI2,62.2,57.0,2870,6.0,6.05,3.75
28198,0.36,Ideal,H,VS2,61.0,56.0,587,4.61,4.63,2.82
28199,0.26,Very Good,E,VS2,60.4,58.0,452,4.15,4.19,2.52
28200,0.34,Ideal,H,VVS1,62.0,54.0,995,4.48,4.46,2.77
28201,0.33,Ideal,F,VVS1,62.1,56.0,828,4.43,4.46,2.76
28202,1.57,Very Good,I,VS1,59.7,61.0,10336,7.51,7.62,4.52
28203,0.52,Ideal,E,VVS1,61.8,55.0,3125,5.2,5.19,3.21
28204,0.4,Good,G,SI1,63.2,58.0,655,4.61,4.7,2.94
28205,1.01,Good,G,SI2,63.7,58.0,3852,6.31,6.35,4.03
28206,0.33,Ideal,E,VVS1,60.9,56.0,1052,4.48,4.46,2.72
28207,1.66,Ideal,H,IF,61.5,57.0,14724,7.59,7.62,4.68
28208,0.41,Premium,G,VVS1,59.9,59.0,1151,4.79,4.83,2.88
28209,1.08,Premium,G,SI2,62.9,59.0,4627,6.57,6.53,4.12
28210,0.43,Ideal,G,VS1,61.1,56.0,1008,4.9,4.86,2.98
28211,1.01,Ideal,H,SI1,62.4,53.0,4559,6.42,6.47,4.02
28212,0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
28213,1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54
28214,0.97,Ideal,E,SI2,62.3,56.0,4078,6.28,6.33,3.93
28215,0.9,Very Good,H,VS2,63.0,57.0,4381,6.09,6.13,3.85
28216,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97
28217,0.54,Ideal,G,VS1,61.8,56.0,1724,5.21,5.26,3.24
28218,1.21,Very Good,D,SI2,62.4,58.0,6248,6.77,6.83,4.24
28219,0.72,Ideal,F,VS2,60.3,56.0,2724,5.84,5.81,3.51
28220,0.42,Ideal,D,VVS2,62.5,57.0,1389,4.8,4.77,2.99
28221,1.0,Good,E,VS2,61.5,62.0,6073,6.37,6.42,3.93
28222,0.41,Ideal,F,VS2,61.4,55.0,1107,4.83,4.78,2.95
28223,1.1,Ideal,H,SI2,62.6,56.0,4620,6.65,6.57,4.14
28224,0.4,Ideal,F,VVS1,60.7,56.0,1323,4.79,4.77,2.9
28225,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
28226,0.92,Ideal,I,SI1,61.7,56.0,4457,6.2,6.23,3.83
28227,1.8,Premium,I,SI2,61.8,59.0,8457,7.9,7.8,4.85
28228,0.96,Premium,H,SI2,59.4,56.0,3690,6.47,6.42,3.83
28229,0.23,Very Good,F,VVS1,62.8,54.0,583,3.92,3.94,2.47
28230,0.83,Ideal,H,SI2,60.7,57.0,2201,6.08,6.05,3.68
28231,1.04,Premium,D,VS2,61.1,60.0,7852,6.51,6.48,3.97
28232,0.34,Ideal,G,VVS2,62.4,53.0,751,4.49,4.52,2.81
28233,0.9,Very Good,I,VS2,61.6,57.0,3581,6.13,6.17,3.79
28234,0.38,Ideal,G,VS2,61.2,55.0,778,4.69,4.72,2.88
28235,1.14,Ideal,H,SI2,62.6,57.0,4788,6.72,6.63,4.18
28236,1.05,Ideal,H,VS2,61.7,57.0,5728,6.52,6.55,4.03
28237,0.27,Ideal,F,IF,61.4,57.0,760,4.17,4.19,2.57
28238,0.26,Ideal,F,VS1,62.1,54.0,618,4.12,4.13,2.56
28239,1.06,Ideal,D,VVS2,62.0,56.0,12053,6.53,6.57,4.06
28240,1.06,Ideal,G,SI2,62.1,58.0,4987,6.49,6.53,4.04
28241,0.32,Ideal,G,SI1,61.9,55.0,647,4.39,4.43,2.73
28242,0.42,Premium,E,SI1,60.0,61.0,953,4.88,4.85,2.92
28243,0.4,Very Good,F,VS1,62.2,55.0,786,4.68,4.74,2.93
28244,0.24,Premium,E,VVS1,60.7,58.0,710,4.03,4.01,2.44
28245,1.2,Premium,H,SI1,61.2,57.0,6129,6.91,6.78,4.19
28246,0.38,Ideal,F,SI2,62.0,55.0,568,4.67,4.69,2.9
28247,0.7,Good,H,VS2,63.9,59.0,2351,5.64,5.6,3.59
28248,0.51,Very Good,G,SI1,61.9,57.0,1261,5.09,5.15,3.17
28249,0.38,Premium,I,SI1,60.5,58.0,746,4.72,4.67,2.84
28250,1.51,Good,F,SI1,59.5,58.0,14148,7.35,7.44,4.4
28251,0.35,Ideal,E,VS1,61.6,55.1,771,4.54,4.58,2.81
28252,0.7,Ideal,F,VS1,61.6,55.0,2874,5.75,5.71,3.53
28253,0.34,Ideal,G,VVS1,62.1,55.0,895,4.46,4.49,2.78
28254,0.4,Premium,G,VS1,61.3,60.0,877,4.66,4.71,2.87
28255,1.03,Ideal,E,VS1,59.5,57.0,7477,6.6,6.62,3.93
28256,0.57,Ideal,F,VS1,61.8,55.0,2039,5.33,5.35,3.3
28257,1.0,Very Good,H,SI1,62.8,56.0,4830,6.33,6.37,3.99
28258,0.41,Ideal,D,SI1,62.6,57.0,791,4.74,4.78,2.98
28259,1.01,Very Good,E,VS2,63.3,58.0,6516,6.38,6.35,4.03
28260,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
28261,0.33,Ideal,F,VS2,61.4,57.0,666,4.45,4.48,2.74
28262,0.7,Fair,H,SI1,61.0,66.0,1995,5.68,5.64,3.45
28263,0.29,Very Good,I,VS2,62.4,55.0,384,4.25,4.27,2.66
28264,2.06,Premium,G,SI2,61.8,58.0,16437,8.1,8.15,5.02
28265,0.31,Ideal,G,IF,60.7,58.0,871,4.37,4.41,2.67
28266,0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16
28267,0.33,Premium,G,VVS2,61.5,62.0,901,4.43,4.39,2.71
28268,1.15,Very Good,J,SI2,63.6,57.0,4021,6.6,6.64,4.21
28269,1.25,Premium,J,SI2,61.3,58.0,4018,6.98,6.95,4.27
28270,1.23,Good,D,I1,63.7,58.0,3977,6.72,6.79,4.3
28271,0.3,Premium,G,VS1,61.3,58.0,605,4.29,4.33,2.64
28272,0.56,Ideal,D,VS1,60.4,56.0,2026,5.36,5.33,3.23
28273,0.41,Ideal,D,SI1,61.4,56.0,1015,4.8,4.77,2.94
28274,1.51,Very Good,J,SI1,62.9,59.0,6942,7.25,7.29,4.57
28275,0.31,Very Good,G,VS1,58.2,61.0,583,4.42,4.45,2.58
28276,1.32,Fair,E,SI2,65.2,58.0,6221,6.86,6.79,4.45
28277,0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
28278,1.02,Ideal,H,VS2,62.0,55.0,5683,6.47,6.44,4.0
28279,0.33,Very Good,H,VS2,62.2,57.0,521,4.42,4.46,2.76
28280,1.51,Ideal,G,VS1,61.9,57.0,14674,7.37,7.34,4.55
28281,2.01,Premium,I,SI1,61.5,60.0,16499,8.12,8.01,4.96
28282,2.36,Ideal,H,SI2,61.8,56.0,14146,8.57,8.53,5.28
28283,0.71,Premium,I,VVS1,62.0,58.0,2549,5.65,5.7,3.52
28284,0.28,Very Good,G,VVS2,61.4,55.0,522,4.21,4.24,2.59
28285,1.0,Fair,E,SI1,65.8,59.0,4798,6.07,6.15,4.02
28286,1.31,Ideal,F,SI1,62.4,56.0,6470,6.98,6.9,4.33
28287,0.37,Premium,F,SI1,60.3,58.0,616,4.62,4.66,2.8
28288,1.11,Premium,G,SI2,61.5,58.0,4670,6.6,6.67,4.08
28289,0.52,Very Good,F,SI1,60.0,58.0,1261,5.21,5.26,3.14
28290,1.08,Very Good,F,SI2,63.1,59.0,3590,6.51,6.46,4.09
28291,1.51,Premium,J,VS2,60.7,60.0,7357,7.43,7.36,4.49
28292,0.58,Very Good,H,SI1,61.8,56.0,1219,5.34,5.38,3.31
28293,0.7,Very Good,F,IF,61.5,58.0,3887,5.65,5.7,3.49
28294,0.26,Ideal,G,SI1,62.0,54.0,394,4.08,4.11,2.54
28295,0.3,Premium,G,VVS1,61.8,59.0,789,4.28,4.33,2.66
28296,0.34,Ideal,G,IF,61.4,56.0,974,4.5,4.53,2.77
28297,1.01,Premium,F,SI2,62.6,60.0,4497,6.37,6.35,3.98
28298,0.53,Good,D,VS2,58.4,58.0,1625,5.31,5.38,3.12
28299,0.51,Premium,D,SI1,60.3,59.0,1687,5.22,5.2,3.14
28300,0.44,Ideal,F,VVS1,61.5,57.0,1260,4.86,4.9,3.0
28301,2.0,Very Good,G,SI2,63.5,55.0,15485,8.03,7.93,5.07
28302,0.56,Ideal,D,VS2,61.2,56.0,1991,5.31,5.38,3.27
28303,1.01,Premium,E,SI1,62.0,61.0,5311,6.42,6.38,3.97
28304,0.65,Premium,F,VS2,59.6,58.0,1970,5.65,5.62,3.36
28305,1.03,Premium,F,SI1,61.5,59.0,5087,6.49,6.42,3.97
28306,0.7,Ideal,I,SI1,62.8,56.0,2287,5.64,5.67,3.55
28307,1.03,Ideal,F,SI1,61.3,56.0,5595,6.55,6.51,4.0
28308,0.41,Premium,G,SI1,61.5,59.0,719,4.75,4.78,2.93
28309,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24
28310,0.5,Good,E,VS1,61.0,61.0,1714,5.07,5.12,3.11
28311,0.55,Very Good,F,VS1,60.7,60.0,1853,5.29,5.32,3.22
28312,1.0,Premium,E,SI2,61.2,60.0,4620,6.42,6.45,3.94
28313,1.32,Fair,H,I1,65.8,55.0,4140,6.87,6.83,4.51
28314,0.59,Ideal,G,VS1,62.1,55.0,2018,5.4,5.35,3.34
28315,0.42,Very Good,I,SI1,61.2,60.0,626,4.78,4.82,2.94
28316,0.41,Ideal,G,VVS2,61.1,55.0,1007,4.8,4.83,2.94
28317,1.01,Premium,G,SI2,59.1,59.0,4242,6.55,6.51,3.86
28318,0.71,Fair,G,SI2,65.6,61.0,1994,5.46,5.37,3.55
28319,0.33,Ideal,G,IF,61.6,53.0,1052,4.47,4.43,2.74
28320,0.3,Good,J,VVS2,57.4,61.0,483,4.41,4.44,2.54
28321,2.0,Very Good,J,SI2,62.8,57.0,11510,8.02,8.05,5.04
28322,0.31,Very Good,D,VS2,63.6,55.0,641,4.29,4.32,2.74
28323,0.39,Good,G,VS2,63.3,57.0,787,4.61,4.65,2.93
28324,1.01,Ideal,E,SI1,61.9,56.0,5571,6.43,6.47,3.99
28325,1.11,Premium,H,SI1,62.5,58.0,5433,6.64,6.61,4.14
28326,1.52,Ideal,F,SI1,62.2,56.0,11637,7.38,7.41,4.6
28327,0.4,Ideal,H,SI2,61.9,58.0,596,4.71,4.73,2.92
28328,0.33,Ideal,G,VS2,61.4,56.1,604,4.42,4.45,2.73
28329,1.3,Premium,I,SI1,58.1,59.0,6188,7.19,7.16,4.17
28330,0.71,Very Good,I,VVS2,63.1,58.0,2450,5.71,5.64,3.58
28331,1.01,Good,G,VS2,63.8,57.0,5279,6.27,6.34,4.02
28332,0.7,Premium,G,SI1,61.8,59.0,2184,5.68,5.59,3.48
28333,0.75,Ideal,H,VVS2,62.0,55.1,2992,5.83,5.85,3.62
28334,0.5,Very Good,E,VS1,62.7,56.0,1675,5.09,5.12,3.2
28335,0.51,Premium,G,SI1,60.9,58.0,1281,5.21,5.14,3.15
28336,0.52,Premium,D,VS2,60.6,56.0,1919,5.25,5.22,3.17
28337,0.38,Ideal,E,VVS1,62.6,56.0,1267,4.6,4.64,2.89
28338,1.0,Premium,G,SI1,59.6,60.0,5088,6.49,6.43,3.85
28339,0.37,Very Good,D,SI1,61.0,62.0,681,4.61,4.64,2.82
28340,1.32,Premium,I,SI2,58.4,60.0,5921,7.24,7.15,4.2
28341,0.52,Ideal,G,VVS2,61.9,55.0,1911,5.14,5.16,3.19
28342,1.05,Very Good,D,SI1,61.6,61.0,5255,6.5,6.55,4.02
28343,0.9,Very Good,D,VS1,62.2,58.0,6208,6.14,6.18,3.83
28344,0.41,Ideal,E,VVS1,61.7,56.0,1431,4.82,4.78,2.96
28345,0.43,Ideal,D,VS1,61.6,56.0,1264,4.86,4.85,2.99
28346,1.0,Ideal,H,SI2,59.4,55.0,4295,6.59,6.65,3.93
28347,0.33,Ideal,G,VVS2,62.5,54.0,965,4.45,4.41,2.77
28348,0.51,Ideal,E,VS2,62.6,55.0,1781,5.11,5.08,3.19
28349,0.51,Ideal,E,SI1,61.5,57.0,1682,5.11,5.16,3.16
28350,0.87,Fair,I,VS2,57.3,59.0,3166,6.29,6.44,3.65
28351,1.02,Very Good,E,VS1,58.9,59.0,7253,6.52,6.65,3.88
28352,0.51,Ideal,G,VVS2,61.2,56.0,2303,5.16,5.17,3.16
28353,0.5,Good,E,SI1,63.7,56.0,1316,5.02,5.06,3.21
28354,0.4,Premium,F,SI2,59.6,58.0,864,4.85,4.81,2.88
28355,0.42,Very Good,G,SI1,63.1,56.0,882,4.79,4.75,3.01
28356,0.38,Ideal,I,VS1,61.7,55.4,703,4.67,4.7,2.89
28357,0.8,Ideal,F,SI2,62.5,56.0,3066,5.94,5.99,3.73
28358,0.32,Ideal,E,VVS2,61.5,56.0,1010,4.41,4.44,2.72
28359,0.3,Very Good,H,VS1,62.9,54.0,526,4.28,4.31,2.7
28360,1.02,Premium,F,VS1,62.0,59.0,7351,6.39,6.41,3.97
28361,0.9,Premium,D,SI1,61.5,60.0,4427,6.19,6.17,3.8
28362,0.5,Ideal,E,VS2,62.5,57.0,1629,5.1,5.04,3.17
28363,0.31,Premium,E,VVS2,60.4,59.0,1046,4.37,4.34,2.63
28364,0.27,Ideal,F,VVS2,61.2,58.0,667,4.15,4.19,2.55
28365,0.9,Premium,E,SI2,59.2,60.0,3701,6.31,6.23,3.71
28366,1.13,Ideal,I,SI2,61.7,57.0,4385,6.7,6.59,4.13
28367,0.4,Good,F,VVS1,63.3,57.0,1145,4.68,4.7,2.97
28368,0.9,Ideal,D,SI1,62.7,56.0,4612,6.18,6.16,3.87
28369,0.54,Good,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
28370,1.21,Good,J,SI2,61.1,60.8,4824,6.83,6.89,4.18
28371,0.34,Good,H,VS2,63.7,57.0,689,4.44,4.42,2.82
28372,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
28373,0.39,Ideal,E,VS1,62.7,53.6,1004,4.67,4.69,2.93
28374,0.51,Good,E,SI1,64.3,55.0,1624,5.12,5.05,3.27
28375,1.51,Ideal,I,SI1,61.2,60.0,8396,7.39,7.37,4.52
28376,0.92,Good,I,VS1,60.9,63.0,3723,6.27,6.34,3.84
28377,1.32,Ideal,I,VS1,61.2,57.0,7480,7.06,7.12,4.34
28378,0.91,Ideal,F,SI2,61.8,56.0,2718,6.19,6.17,3.82
28379,1.01,Very Good,H,VS2,62.6,61.0,4821,6.35,6.4,3.99
28380,0.55,Ideal,F,VS2,61.1,57.0,1692,5.27,5.3,3.23
28381,1.01,Good,D,SI1,63.1,60.0,5443,6.32,6.39,4.01
28382,0.7,Premium,F,SI1,62.1,59.0,2196,5.68,5.72,3.54
28383,0.39,Good,G,VS2,63.8,59.0,787,4.66,4.59,2.95
28384,0.26,Very Good,G,VS2,62.4,57.0,397,4.09,4.12,2.56
28385,2.18,Very Good,I,SI2,63.3,58.0,12220,8.22,8.18,5.19
28386,0.72,Very Good,E,VVS1,61.2,57.0,4847,5.73,5.78,3.53
28387,1.23,Very Good,G,VVS1,61.3,57.0,10435,6.88,6.96,4.24
28388,0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
28389,1.01,Ideal,I,VS2,62.5,56.0,5855,6.38,6.41,4.0
28390,0.51,Good,G,VVS2,63.4,57.0,1800,5.06,5.09,3.22
28391,1.75,Premium,I,VS1,60.6,60.0,12529,7.84,7.8,4.74
28392,1.76,Ideal,I,SI2,61.2,55.0,9714,7.79,7.76,4.76
28393,0.53,Premium,D,VS2,60.2,58.0,1904,5.26,5.23,3.16
28394,0.43,Premium,G,VS2,61.2,58.0,867,4.84,4.9,2.98
28395,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
28396,0.42,Very Good,F,SI1,62.3,56.0,788,4.78,4.81,2.99
28397,2.0,Premium,E,SI2,62.2,56.0,17760,8.14,8.06,5.04
28398,0.35,Ideal,D,SI1,60.7,57.0,644,4.53,4.57,2.76
28399,1.11,Premium,I,SI2,61.8,58.0,4196,6.66,6.61,4.1
28400,0.72,Premium,D,VS1,62.7,56.0,3601,5.76,5.69,3.59
28401,1.03,Very Good,H,VS1,61.9,59.0,6294,6.44,6.49,4.0
28402,0.6,Ideal,D,VS2,61.4,53.0,2473,5.45,5.5,3.36
28403,1.0,Premium,D,SI2,62.2,61.0,4626,6.36,6.3,3.94
28404,0.51,Very Good,H,VS1,63.4,57.0,1437,5.09,5.06,3.22
28405,1.53,Premium,G,SI2,58.7,59.0,8688,7.51,7.45,4.39
28406,1.29,Ideal,F,SI2,61.7,54.0,6509,7.08,6.99,4.34
28407,0.51,Premium,E,SI2,61.8,58.0,1177,5.08,5.11,3.15
28408,0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98
28409,0.32,Ideal,D,SI1,60.9,56.0,589,4.4,4.43,2.69
28410,0.98,Fair,H,SI1,68.6,58.0,3583,6.18,6.04,4.19
28411,0.91,Good,J,VS2,64.2,58.0,2854,6.12,6.09,3.92
28412,0.33,Very Good,H,SI2,63.5,57.0,534,4.39,4.36,2.78
28413,0.7,Premium,H,SI1,62.3,58.0,2020,5.63,5.57,3.49
28414,2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08
28415,1.32,Premium,F,VS1,61.7,59.0,11177,6.99,6.95,4.3
28416,1.09,Ideal,G,VS2,62.8,57.0,7292,6.54,6.58,4.12
28417,0.42,Ideal,H,VVS1,61.8,55.0,1035,4.85,4.8,2.98
28418,0.51,Ideal,I,VVS2,60.6,56.0,1575,5.18,5.22,3.15
28419,1.1,Ideal,E,SI1,61.3,56.0,6743,6.65,6.7,4.09
28420,0.56,Ideal,F,VS2,61.8,55.0,1950,5.3,5.34,3.29
28421,0.75,Ideal,J,VS2,61.2,56.0,2104,5.86,5.9,3.6
28422,0.36,Ideal,G,VS2,60.6,56.0,664,4.62,4.67,2.81
28423,0.31,Ideal,G,VVS2,62.4,56.0,707,4.31,4.35,2.7
28424,0.35,Premium,G,IF,60.6,60.0,1044,4.54,4.57,2.76
28425,1.02,Very Good,F,SI1,62.1,63.0,5038,6.48,6.36,3.99
28426,0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
28427,1.13,Good,F,SI2,64.0,58.0,3952,6.52,6.58,4.19
28428,0.5,Ideal,D,VS2,61.7,53.0,1678,5.14,5.16,3.18
28429,1.2,Premium,E,SI2,60.4,58.0,5779,6.95,6.89,4.18
28430,0.71,Ideal,I,SI1,61.9,56.0,2178,5.7,5.73,3.54
28431,0.41,Ideal,E,VS1,61.3,55.0,990,4.8,4.83,2.95
28432,0.51,Ideal,F,VS1,61.7,54.0,1744,5.14,5.17,3.18
28433,0.25,Ideal,F,VVS1,62.3,56.0,705,4.01,4.03,2.5
28434,0.81,Ideal,E,SI2,62.1,57.0,3050,5.97,5.91,3.69
28435,0.58,Ideal,F,VVS2,62.2,56.0,2567,5.32,5.36,3.32
28436,0.44,Very Good,G,SI2,60.6,55.0,1016,4.94,4.96,3.0
28437,1.7,Premium,I,VVS2,61.8,61.0,11481,7.57,7.5,4.66
28438,0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
28439,0.9,Ideal,E,SI2,62.6,56.0,3200,6.15,6.06,3.82
